2,29,30,64,Leave for the next town and plan ahead.,Snoop around the mayors office in case you find more information.,-,Nicely done. Now you have money- weapon- and a target. What is your next move?
2,30,65,66,I work alone.,Get a small time thief on board with your plan and proceed.,-,Great. Now you need to think if you can do it alone or if you need to recruited another pearson. What will you do?
1,40,-1,-1,-,-,,-
1,41,-1,-1,-,-,The police dogs can smell you. You were found by the cops and shot on the spot. You are DEAD.,-
1,42,-1,-1,-,-,You were taken down by the dogs and killed right away. You are DEAD.,-
1,43,-1,-1,-,-,You were recognised by a cop. You tried to run but you had been compromised and shot. You are DEAD.,-
1,44,-1,-1,-,-,You only landed a one punch before you were torn apart by their dogs. You are DEAD.,-
1,45,-1,-1,-,-,… You committed a quadruple homicide. You thought you had any chance of getting a trial? You are DEAD.,-
1,46,-1,-1,-,-,Everything goes your way until you were recognised by a security guard who so your picture on a police message they received. You are DEAD.,-
1,47,-1,-1,-,-,Your building was watching and filled with undercover cops. As soon as you get inside you are executed. You are DEAD.,-
1,48,-1,-1,-,-,You are out of luck. Your contact sees a wanted poster of you with a huge reward. Since he was struggling he doesn’t hesitate to rat you out and collect the reward. You are DEAD.,-
1,49,-1,-1,-,-,The guard made you. You are DEAD.,-
2,50,51,51,-,-,Congratulations! You managed to escape Tolima. You have unlocked a new town.,-
2,51,15,15,-,-,***Welcome to MosaicFalls*** You have arrived to MosaicFalls. It looks like no-one knows about your criminal history. This is the opportunity to get closer to achieving your goal to become thief No.1 .,-
2,52,-1,-1,-,-,They know that you are not a threat and they inform the sheriff. The sheriff finds out about you and he is has a shoot to kill order. You are DEAD.,-
2,53,-1,-1,-,-,You were at his mercy and now this is your doom. You are DEAD.,-
2,54,-1,-1,-,-,You haven't stayed in the town enough to know every little detail about the bank's security. The silent alarm goes off. The sheriff deputies surrounded you. You are DEAD.,-
2,55,-1,-1,-,-,The sheriff knew from the beginning that this wasn't an animal attack- since there are no known predators that raise to this kind of violence in the area. The search dogs find you in the cave. You are DEAD.,-
2,56,-1,-1,-,-,It goes against your disguise (poor helpless guy). Your action rise suspicion and you are caught in your house with the rest of the money. You are DEAD.,-
2,57,-1,-1,-,-,The attack raises suspicion and make the town wandering what could do this- but for the time being you are not one of the suspects.,-
2,58,-1,-1,-,-,Wrong choice. If you buy a pistol the police will be able to identify you as the owner. You are DEAD,-
2,59,-1,-1,-,-,Due to the previous event the security of the town has increased and you are caught. You are DEAD.,-
2,60,24,24,-,-,Good choice. Now you have a weapon. You were about to start planning how you can rob the bank- but you heard some rumors that in a nearby town museum there will be an exhibition where the main attraction is a very old painting that can be sold for £3Million.,-
2,61,-1,-1,-,-,Worst investment ever. You lost all your money. Now you will starve. You are DEAD.,-
2,62,26,26,-,-,Okay then. You have to find out more information about this exhibition before you attempt anything.,-
2,63,-1,-1,-,-,You stayed too long. Now you have been caught. Mission failed. You are DEAD.,-
2,64,-1,-1,-,-,You stayed too long. Now you have been caught. Mission failed. You are DEAD.,-
2,65,-1,-1,-,-,That is the most stupid idea you had ever. It resulted with you in handcuffs. Mission failed. You are DEAD.,-
2,66,-2,-2,-,-,So far so good. now the path gets more difficult. LEVEL 3- COMING SOON...,-
